occurrenceID,eventID,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedDate,measurementDeterminatedBy,measurementMethod,measurementRemarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0316-01,CCCP:EXP.PACÍFICO:S02:2021:33:RB,MSBDGVSC,Biomasa_300µm_peso_seco,51.3758,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0319-01,CCCP:EXP.PACÍFICO:S01:2021:34:RB,MSBDGVSC,Biomasa_300µm_peso_seco,57.4626,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0322-01,CCCP:EXP.PACÍFICO:A02:2021:35:RB,MSBDGVSC,Biomasa_300µm_peso_seco,54.7390,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0325-01,CCCP:EXP.PACÍFICO:A01:2021:36:RB,MSBDGVSC,Biomasa_300µm_peso_seco,53.1720,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0210-01,CCCP:EXP.PACÍFICO:S06:2021:01:RB,MSBDGVSC,Biomasa_500µm_peso_seco,5.0261,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0214-01,CCCP:EXP.PACÍFICO:S05:2021:02:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.1416,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0218-01,CCCP:EXP.PACÍFICO:S06:2021:03:RB,MSBDGVSC,Biomasa_500µm_peso_seco,7.5905,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0221-01,CCCP:EXP.PACÍFICO:S05:2021:04:RB,MSBDGVSC,Biomasa_500µm_peso_seco,37.1216,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0224-01,CCCP:EXP.PACÍFICO:S04:2021:05:RB,MSBDGVSC,Biomasa_500µm_peso_seco,172.8776,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0227-01,CCCP:EXP.PACÍFICO:S03:2021:06:RB,MSBDGVSC,Biomasa_500µm_peso_seco,36.5180,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0230-01,CCCP:EXP.PACÍFICO:S04:2021:07:RB,MSBDGVSC,Biomasa_500µm_peso_seco,7.5080,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0234-01,CCCP:EXP.PACÍFICO:S03:2021:08:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.8716,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0238-01,CCCP:EXP.PACÍFICO:G06:2021:09:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.6304,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0241-01,CCCP:EXP.PACÍFICO:G05:2021:10:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.2530,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0244-01,CCCP:EXP.PACÍFICO:G04:2021:11:RB,MSBDGVSC,Biomasa_500µm_peso_seco,37.2174,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0247-01,CCCP:EXP.PACÍFICO:G06:2021:12:RB,MSBDGVSC,Biomasa_500µm_peso_seco,0.4182,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0251-01,CCCP:EXP.PACÍFICO:G05:2021:13:RB,MSBDGVSC,Biomasa_500µm_peso_seco,2.4945,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0255-01,CCCP:EXP.PACÍFICO:G04:2021:14:RB,MSBDGVSC,Biomasa_500µm_peso_seco,1.9426,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0259-01,CCCP:EXP.PACÍFICO:G03:2021:15:RB,MSBDGVSC,Biomasa_500µm_peso_seco,14.9207,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0262-01,CCCP:EXP.PACÍFICO:G02:2021:16:RB,MSBDGVSC,Biomasa_500µm_peso_seco,29.4185,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0265-01,CCCP:EXP.PACÍFICO:G01:2021:17:RB,MSBDGVSC,Biomasa_500µm_peso_seco,21.9870,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0268-01,CCCP:EXP.PACÍFICO:G03:2021:18:RB,MSBDGVSC,Biomasa_500µm_peso_seco,2.2316,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0271-01,CCCP:EXP.PACÍFICO:G02:2021:19:RB,MSBDGVSC,Biomasa_500µm_peso_seco,2.2782,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0274-01,CCCP:EXP.PACÍFICO:G01:2021:20:RB,MSBDGVSC,Biomasa_500µm_peso_seco,6.0165,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0277-01,CCCP:EXP.PACÍFICO:A06:2021:21:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.4374,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0280-01,CCCP:EXP.PACÍFICO:A05:2021:22:RB,MSBDGVSC,Biomasa_500µm_peso_seco,43.9360,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0283-01,CCCP:EXP.PACÍFICO:A04:2021:23:RB,MSBDGVSC,Biomasa_500µm_peso_seco,17.3499,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0286-01,CCCP:EXP.PACÍFICO:A03:2021:24:RB,MSBDGVSC,Biomasa_500µm_peso_seco,16.8190,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0289-01,CCCP:EXP.PACÍFICO:A06:2021:25:RB,MSBDGVSC,Biomasa_500µm_peso_seco,2.2520,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0293-01,CCCP:EXP.PACÍFICO:A05:2021:26:RB,MSBDGVSC,Biomasa_500µm_peso_seco,2.3607,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0297-01,CCCP:EXP.PACÍFICO:A04:2021:27:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.3380,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0301-01,CCCP:EXP.PACÍFICO:A03:2021:28:RB,MSBDGVSC,Biomasa_500µm_peso_seco,3.8984,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0305-01,CCCP:EXP.PACÍFICO:S02:2021:29:RB,MSBDGVSC,Biomasa_500µm_peso_seco,9.1725,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0308-01,CCCP:EXP.PACÍFICO:S01:2021:30:RB,MSBDGVSC,Biomasa_500µm_peso_seco,6.5596,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0311-01,CCCP:EXP.PACÍFICO:A02:2021:31:RB,MSBDGVSC,Biomasa_500µm_peso_seco,12.8433,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0314-01,CCCP:EXP.PACÍFICO:A01:2021:32:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.7894,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0317-01,CCCP:EXP.PACÍFICO:S02:2021:33:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.5343,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0320-01,CCCP:EXP.PACÍFICO:S01:2021:34:RB,MSBDGVSC,Biomasa_500µm_peso_seco,13.6159,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0323-01,CCCP:EXP.PACÍFICO:A02:2021:35:RB,MSBDGVSC,Biomasa_500µm_peso_seco,4.7788,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0326-01,CCCP:EXP.PACÍFICO:A01:2021:36:RB,MSBDGVSC,Biomasa_500µm_peso_seco,7.6715,"1,03 x10¯?",g.1000m¯³,2021-11-18,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0209-01,CCCP:EXP.PACÍFICO:S06:2021:01:RB,MSBOGVTX,Biomasa_300µm_ash-free_weight,37.3146,"1,03 x10¯?",g.1000m¯³,2021-11-19,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0213-01,CCCP:EXP.PACÍFICO:S05:2021:02:RB,MSBOGVTX,Biomasa_300µm_ash-free_weight,23.2488,"1,03 x10¯?",g.1000m¯³,2021-11-19,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCP:CB-CCCP:Zoopl-EXP.PACÍFICO-SP-21-0217-01,CCCP:EXP.PACÍFICO:S06:2021:03:RB,MSBOGVTX,Biomasa_300µm_ash-free_weight,39.5980,"1,03 x10¯?",g.1000m¯³,2021-11-19,Laura C. Ortiz-Mieles,Balanza Analítica,Profundidad superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
